Município,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Total,CIR
Varginha,1,0,0,0,1,3,4,10,6,10,9,15,25,35,28,31,30,20,50,37,18,8,9,12,14,11,9,13,13,9,7,9,4,5,9,2,10,10,4,0,6,2,3,1,5,5,6,2,3,5,2,2,533,31012
Barbacena,0,0,0,0,0,0,0,0,0,1,0,0,4,1,9,3,4,1,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,36,31013
São João Del Rei,1,0,1,0,1,0,0,1,3,1,1,6,6,12,9,11,10,20,15,9,2,4,2,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,130,31015
"Belo Horizonte,Nova Lima,Santa Luzia",314,504,609,844,1143,1421,1200,2857,3031,3749,4558,5039,4474,6217,6049,5118,5967,6636,4871,3877,2954,1784,1278,728,571,359,315,496,243,168,167,148,104,159,162,119,169,153,109,124,77,118,96,98,107,93,170,210,195,240,198,195,80585,31016
Betim,114,130,147,221,365,578,553,1201,1258,1358,1536,1534,1405,1764,1466,1068,1181,1331,915,763,540,328,172,170,118,65,62,107,58,64,46,33,45,92,81,42,53,70,76,55,26,29,58,21,29,26,20,45,62,64,39,31,21615,31017
Contagem,23,29,39,73,109,107,196,356,371,444,558,572,604,954,1097,838,1053,1050,852,665,538,301,249,152,142,105,85,75,57,50,45,28,40,34,36,30,49,17,21,28,28,31,26,27,17,32,29,43,45,49,35,19,12453,31018
Curvelo,8,32,27,52,78,73,68,139,201,257,339,295,200,419,358,319,278,269,134,75,82,50,43,16,8,3,2,5,4,1,4,2,2,2,3,0,3,4,0,3,2,4,3,1,9,4,9,8,7,20,19,22,3966,31019
Guanhães,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,3,11,4,4,1,3,2,2,0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0,1,1,2,2,2,1,3,0,65,31020
Itabira,3,3,4,5,6,5,8,13,8,17,15,19,27,32,31,33,32,34,29,27,12,10,7,4,2,4,4,1,0,1,0,3,1,3,2,4,4,3,2,4,5,2,4,1,2,1,2,1,3,6,3,2,454,31021
Ouro Preto,1,2,1,0,4,3,2,2,7,13,37,55,62,69,72,49,68,73,101,68,22,15,4,8,4,3,1,2,1,1,1,1,0,3,0,0,4,2,1,1,0,1,0,0,0,3,2,0,1,2,4,3,779,31022
João Monlevade,1,8,1,7,12,6,12,37,32,48,72,145,205,223,171,132,77,82,61,41,22,13,20,14,12,5,11,3,4,6,2,1,3,1,3,0,0,0,0,1,0,0,1,0,0,0,1,6,3,1,3,0,1509,31023
Sete Lagoas,31,41,74,93,165,221,171,414,492,632,725,719,557,889,795,620,534,385,261,253,135,114,98,59,26,17,19,13,10,10,6,4,7,5,6,14,14,23,8,35,30,31,27,21,20,15,15,12,14,17,10,14,8921,31024
"Vespasiano,Lagoa Santa",9,12,9,18,44,45,58,109,112,98,171,181,121,214,248,175,170,224,198,148,110,47,53,32,15,17,13,10,6,9,5,7,7,4,3,3,2,9,12,7,1,4,7,4,5,4,7,12,20,11,16,6,2832,31025
"Diamantina,Itamarandiba",1,1,1,0,0,0,1,1,5,0,5,5,4,23,25,12,4,13,5,7,3,1,4,2,4,0,0,3,1,1,2,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,140,31026
"Turmalina,Minas Novas,Capelinha",0,0,0,1,1,1,0,1,5,10,6,22,41,56,75,77,47,70,37,90,54,25,39,25,5,5,22,6,5,3,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,3,0,1,2,1,1,748,31027
Bom Despacho,116,162,283,367,349,508,625,810,774,598,544,568,550,530,306,246,224,203,104,78,51,21,14,3,12,2,2,4,2,0,4,1,4,1,7,3,2,4,3,3,5,10,7,8,5,4,6,7,13,10,6,7,8176,31028
Formiga,6,15,31,39,63,134,130,282,274,201,336,310,280,343,296,228,306,242,141,119,65,21,17,18,5,8,7,4,8,1,2,2,2,3,0,0,0,6,3,0,0,0,3,5,1,1,3,5,6,4,6,2,3984,31030
Itaúna,2,0,2,1,3,10,7,27,68,24,40,32,27,43,49,47,39,45,51,48,26,10,13,8,3,0,1,3,0,0,0,0,1,0,2,1,2,3,1,1,0,1,1,0,1,1,3,0,0,3,2,5,657,31031
"Pará de Minas,Nova Serrana",1,5,4,12,23,23,37,63,162,149,216,346,269,471,405,303,309,427,215,159,87,42,35,8,6,9,8,6,5,4,1,5,2,5,0,9,8,6,11,13,10,8,9,5,9,10,5,5,5,16,6,12,3969,31032
Caratinga,2,4,3,7,5,5,8,10,13,22,45,45,14,17,17,12,12,6,12,15,1,2,4,3,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,1,0,2,0,4,301,31034
"Coronel Fabriciano,Timóteo",19,31,33,25,15,38,34,55,63,72,38,78,77,120,151,142,170,161,99,117,137,74,63,32,22,20,28,18,22,5,11,14,7,9,4,0,3,3,6,7,2,3,1,1,12,9,13,31,28,36,32,21,2212,31035
Governador Valadares,72,95,135,170,142,118,88,109,69,151,124,103,100,131,125,84,124,137,108,91,120,56,46,31,38,23,15,24,8,10,18,23,40,27,11,12,15,10,14,11,4,6,5,9,18,19,50,59,75,73,80,68,3294,31036
Ipatinga,37,33,39,67,87,61,58,112,90,89,75,80,53,89,106,109,151,126,166,157,153,94,81,36,46,42,22,28,21,28,25,20,13,16,22,15,14,13,9,14,8,7,9,5,7,17,17,26,28,42,31,22,2716,31037
Mantena,1,3,2,4,1,0,0,4,5,9,12,13,11,21,7,11,10,30,20,25,28,23,25,6,9,4,13,7,7,11,14,3,4,0,2,1,1,1,2,1,0,1,1,10,0,1,16,33,14,5,15,21,468,31038
Resplendor,68,85,109,110,186,192,124,136,129,111,94,92,65,74,55,43,45,36,26,31,17,10,12,8,8,8,3,5,3,8,3,4,5,1,1,4,1,2,2,3,1,2,3,4,3,0,4,10,11,17,10,14,1998,31040
Além Paraíba,0,1,2,2,1,2,1,10,16,15,10,50,104,139,207,145,117,128,94,56,19,9,6,3,2,4,0,1,1,0,0,1,2,1,2,0,2,0,1,1,1,2,1,2,0,0,0,0,2,2,2,1,1168,31041
Carangola,133,202,215,192,285,268,229,309,305,230,231,226,152,206,173,107,98,77,37,24,24,4,5,3,4,0,2,0,0,0,4,0,0,1,1,0,0,1,1,2,0,5,7,4,1,4,2,2,1,4,0,7,3788,31042
"Leopoldina,Cataguases",1,2,0,3,3,11,10,41,45,55,71,80,53,143,134,104,105,143,143,118,86,64,78,44,24,17,8,13,10,6,2,7,3,7,3,3,2,5,0,3,2,1,3,2,9,4,5,6,9,30,33,22,1776,31044
Muriaé,4,3,4,6,4,8,4,25,15,31,47,63,46,94,94,55,67,59,76,76,40,54,26,29,19,21,15,13,5,5,5,0,2,1,2,3,1,0,2,3,1,1,3,3,1,0,0,3,5,2,3,2,1051,31045
Santos Dumont,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,17,31046
"São João Nepomuceno,Bicas",0,1,1,1,0,1,1,0,2,3,2,2,7,21,50,45,51,77,78,71,37,30,32,10,11,1,5,7,6,2,3,0,1,1,0,0,0,0,1,0,1,2,0,0,1,0,1,1,7,4,2,3,583,31047
Ubá,3,2,4,1,14,6,8,12,22,41,58,75,74,190,161,166,221,287,182,142,146,78,60,42,20,18,12,7,5,8,5,9,6,3,5,4,9,5,6,3,1,1,1,1,0,2,4,7,15,11,13,4,2180,31048
Coração de Jesus,0,0,0,3,3,3,5,3,7,5,11,32,16,15,26,6,21,15,23,23,10,19,5,3,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,264,31050
Francisco Sá,2,4,28,43,51,47,50,31,25,22,29,39,28,24,36,50,22,38,26,35,40,13,27,2,2,1,1,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,725,31051
"Janaúba,Monte Azul",13,26,15,61,69,87,58,61,93,119,164,154,142,188,233,153,215,253,194,180,167,78,95,41,14,27,17,10,12,2,1,4,7,1,1,1,0,0,2,0,0,0,0,1,0,1,0,7,6,0,3,2,2978,31052
Januária,2,16,17,31,46,35,24,42,31,30,37,35,31,65,31,24,21,23,25,26,23,9,10,6,6,5,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,3,7,11,11,14,18,14,1,740,31053
Pirapora,323,298,277,350,334,256,135,236,148,117,82,104,69,89,69,54,61,67,55,24,13,12,23,11,10,2,1,3,2,2,2,2,2,1,1,1,3,1,0,0,2,1,5,3,0,3,4,11,1,8,15,6,3299,31055
Patos de Minas,3,6,9,14,37,55,62,112,171,148,265,286,248,368,279,234,176,226,251,212,110,67,43,20,22,8,15,10,2,6,8,3,4,1,4,3,3,11,8,6,5,2,6,3,2,4,8,5,5,12,11,5,3584,31057
"Unaí,Paracatu",37,54,162,154,319,537,319,550,696,723,469,549,318,512,324,268,210,130,124,63,42,27,19,8,6,11,8,7,2,6,2,12,3,6,0,2,1,2,1,4,3,1,6,3,2,6,14,8,5,8,5,6,6754,31058
Manhuaçu,3,10,6,7,7,13,18,32,85,126,203,311,294,404,340,238,231,313,205,124,128,59,51,28,8,5,7,4,3,9,6,3,1,0,1,0,2,2,5,2,2,1,1,0,8,4,11,33,18,19,38,30,3459,31059
Ponte Nova,36,35,42,35,43,48,33,78,80,129,167,173,119,225,200,128,143,197,109,102,55,47,35,19,24,5,11,8,9,3,6,2,2,4,0,1,1,1,2,3,1,4,2,2,2,2,3,5,3,7,3,5,2399,31060
Viçosa,0,2,1,1,1,5,1,3,5,10,4,6,5,15,14,24,22,32,20,20,15,9,8,8,5,2,1,1,3,3,4,5,4,4,1,0,1,2,1,1,0,0,0,1,0,0,1,2,0,1,2,2,278,31061
Araçuaí,54,100,90,106,79,32,23,19,23,32,18,12,9,23,26,9,9,19,11,15,12,7,5,3,5,2,1,1,5,1,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,2,1,1,7,4,16,788,31064
Itaobim,0,2,1,11,30,25,13,38,35,52,38,46,25,25,31,24,30,37,38,37,36,35,24,14,11,5,8,6,2,2,0,1,3,1,6,1,1,3,0,0,0,2,2,1,2,1,1,6,9,2,3,0,726,31065
Nanuque,20,24,27,32,47,18,24,47,43,114,111,124,87,184,102,107,182,135,86,104,81,53,68,23,20,19,14,8,4,5,5,1,0,0,2,1,8,1,0,0,1,0,0,0,0,1,2,3,4,1,0,2,1945,31066
Padre Paraíso,1,1,1,0,0,3,1,0,5,3,6,7,11,12,37,39,20,22,19,40,21,7,20,8,6,5,6,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,316,31067
Pedra azul,0,0,0,0,0,0,1,0,0,1,3,7,0,5,15,5,5,4,6,4,2,0,2,0,4,2,1,1,0,4,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,2,0,0,83,31068
Araxá,4,4,7,3,10,9,5,25,24,44,41,63,45,77,75,53,48,49,52,38,39,17,21,10,5,3,4,2,1,1,4,0,0,1,0,0,0,0,4,4,1,3,0,5,3,1,3,5,7,6,0,1,827,31070
"Frutal,Iturama",9,7,10,17,23,34,30,51,67,92,132,81,72,155,116,85,89,43,39,95,76,13,15,7,15,8,3,1,3,4,2,5,3,5,2,3,6,1,5,7,2,7,4,3,2,5,8,3,4,6,4,5,1484,31071
Uberaba,118,194,270,281,245,257,183,264,253,290,236,212,136,220,256,139,127,162,129,86,55,28,35,17,20,11,17,11,19,15,13,9,7,4,9,8,14,10,5,10,14,17,20,10,29,28,56,62,69,70,50,58,4858,31072
Ituiutaba,60,84,105,107,151,143,151,151,145,129,140,90,81,94,68,42,62,81,40,32,19,4,8,4,14,5,5,3,3,4,1,6,7,3,3,4,6,6,6,8,3,5,4,4,4,6,11,10,9,8,9,14,2162,31073
"Patrocínio,Monte Carmelo",0,3,3,2,4,5,13,34,37,61,72,79,44,70,79,52,58,50,56,34,22,9,20,6,6,3,1,0,0,2,1,3,1,2,1,2,6,6,12,2,6,3,1,1,1,4,1,0,7,4,2,4,895,31074
"Uberlândia,Araguari",91,114,172,172,112,119,101,234,182,308,253,242,219,220,230,151,160,156,139,90,87,32,36,24,22,14,16,21,11,10,16,8,5,20,16,12,24,36,23,25,15,26,13,12,17,18,22,33,22,26,21,28,4176,31075
Manga,55,66,47,46,46,80,60,47,40,29,50,41,36,54,46,41,34,51,27,15,34,17,40,7,32,3,0,5,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,2,1,4,14,7,2,4,7,1096,31076
João Pinheiro,4,8,34,51,85,118,81,88,70,60,91,95,38,65,48,32,33,46,23,23,10,4,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1119,31077
Congonhas,1,0,1,1,1,1,0,3,2,2,5,10,2,5,21,13,16,15,7,14,14,0,1,2,3,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,150,31078
Conselheiro Lafaiete,4,0,0,4,5,0,1,4,3,5,5,4,9,6,3,1,2,2,2,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,73,31079
São Gotardo,0,0,0,2,3,1,2,2,3,7,6,24,16,9,8,23,15,20,13,30,24,4,5,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,1,4,1,0,2,236,31082
Bocaiúva,1,8,7,17,25,25,26,45,43,67,52,70,36,68,101,83,67,83,84,63,44,25,27,11,16,1,2,2,1,0,0,0,0,0,1,0,0,1,1,2,2,1,1,2,0,1,2,5,2,6,1,4,1132,31083
Montes Claros,84,205,432,828,990,827,501,508,377,375,267,227,148,189,177,126,115,153,179,203,190,166,105,42,42,32,12,13,15,7,10,9,6,11,4,6,3,7,5,6,2,3,0,12,4,4,14,14,24,18,27,24,7748,31084
Taiobeiras,0,0,1,4,3,4,2,3,4,2,3,2,3,8,3,4,4,2,8,4,5,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,80,31085
Divinópolis,32,44,69,128,109,214,125,328,393,534,684,670,461,534,412,235,262,286,141,132,69,26,39,15,11,6,1,4,4,4,2,4,2,0,4,5,5,7,2,2,2,3,1,1,1,5,3,8,8,6,3,6,6052,31086
"Lagoa da Prata,Santo Antônio do Monte",289,251,332,390,396,491,420,472,457,389,274,224,191,227,167,127,205,82,66,31,21,3,7,2,5,2,1,1,0,1,1,0,0,1,2,6,2,0,1,2,1,0,0,0,0,0,0,1,2,4,9,20,5576,31087
"Oliveira,Santo Antônio do Amparo",0,3,0,0,5,3,1,39,131,115,61,41,26,51,34,14,38,50,18,18,9,9,8,3,1,1,0,1,2,0,0,3,1,1,0,1,3,6,0,6,3,1,1,0,0,2,1,1,1,2,1,2,718,31088
Campo Belo,0,0,0,0,0,0,1,9,13,15,16,26,25,70,51,47,51,103,52,63,17,10,7,5,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,1,1,0,0,0,0,1,1,0,595,31089
Lima Duarte,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,2,5,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,23,31090
Cássia,0,0,0,0,0,0,1,0,0,2,6,3,6,16,14,14,12,9,3,3,4,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,106,31091
Passos,1,4,3,18,37,44,89,239,391,386,237,296,279,366,171,135,108,96,72,14,25,16,4,2,1,4,0,1,1,3,2,1,4,0,3,2,4,5,3,4,2,4,3,4,4,2,5,9,5,2,3,4,3118,31092
Piumhi,1,0,0,3,6,2,3,3,3,12,13,21,5,21,21,32,38,41,27,16,10,5,11,9,7,1,6,1,0,3,2,0,0,2,1,1,3,0,1,1,1,2,1,0,0,1,0,1,0,1,3,2,344,31093
"Almenara,Jacinto",0,2,2,2,2,5,1,7,6,5,10,21,10,24,7,8,15,18,13,14,17,26,20,11,5,7,9,3,6,3,0,2,5,0,2,2,0,1,1,1,0,1,4,0,1,6,4,3,6,6,2,2,328,31094
Serro,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,2,1,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,31095
Itambacuri,21,36,49,40,103,75,67,60,74,56,45,58,44,47,45,45,38,34,22,25,35,33,36,15,5,7,2,7,0,1,2,1,0,0,0,1,0,0,1,0,0,0,2,0,4,1,1,0,0,4,1,1,1144,31096
Juiz de Fora,2,4,10,5,10,27,29,93,101,234,305,620,690,1058,1372,1039,885,926,856,571,372,216,166,90,52,48,23,17,12,10,4,2,11,3,3,1,8,5,5,1,4,0,1,2,3,2,7,6,5,17,17,42,9992,31097
Salinas,0,0,3,4,4,9,3,17,22,55,42,22,19,34,27,27,25,32,29,17,27,11,6,23,9,5,8,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,8,16,9,13,10,8,6,10,566,31098
"Teófilo Otoni,Malacacheta",26,33,61,63,102,82,70,165,193,236,254,227,198,342,356,297,383,434,416,369,415,327,236,188,151,104,95,55,53,39,21,12,9,10,26,1,5,5,8,2,3,3,0,3,0,5,4,2,3,9,7,6,6114,31099
São Francisco,1,6,4,10,13,9,7,8,4,6,1,7,7,3,4,8,7,13,13,13,12,17,10,5,1,4,19,7,12,4,6,3,1,1,2,0,0,1,1,2,0,0,1,0,6,1,4,5,6,3,6,4,288,31100
Brasília de Minas,18,14,16,27,22,12,19,35,75,85,116,104,77,112,58,43,42,49,49,40,42,23,36,28,12,7,10,1,2,4,3,1,0,3,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,3,1,1197,31101
"Peçanha,São João Evangelista,Santa Maria do Suaçuí",1,0,0,0,0,1,0,0,0,2,0,1,1,9,6,1,1,2,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31102
