Município,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Total,CIR
Resplendor,3,0,2,2,6,13,9,13,29,35,10,24,27,15,10,12,21,8,8,3,3,2,0,5,0,1,0,2,0,3,0,0,5,1,0,0,1,1,0,1,1,4,1,0,2,0,0,0,2,1,0,1,287,31040
Além Paraíba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,3,2,1,1,2,1,5,4,1,8,8,4,0,2,49,31041
Carangola,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31042
"Leopoldina,Cataguases",1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,3,1,3,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31044
Muriaé,0,1,0,1,3,0,1,0,0,2,1,0,1,1,2,2,1,3,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,28,31045
"São João Nepomuceno,Bicas",0,0,0,0,0,0,0,0,2,4,6,1,2,1,3,1,0,0,0,1,3,0,0,8,2,2,3,2,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,49,31047
Ubá,0,0,2,2,1,1,1,0,1,1,2,5,2,0,1,4,3,4,4,2,2,1,1,1,1,3,1,0,3,0,2,4,0,0,2,0,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,65,31048
Coração de Jesus,0,0,1,0,3,2,4,8,9,8,11,6,3,6,3,12,13,2,2,6,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,116,31050
Francisco Sá,388,371,242,161,129,117,127,101,97,56,81,55,42,14,26,9,19,17,4,10,6,5,1,4,0,3,0,1,0,0,1,0,1,1,1,0,0,1,1,2,0,2,1,3,2,3,4,6,5,2,0,2,2124,31051
"Janaúba,Monte Azul",300,467,496,673,771,638,631,496,583,455,301,263,243,143,150,76,60,60,66,119,94,61,39,59,57,40,34,33,21,19,9,13,7,15,9,8,4,5,7,6,3,6,5,4,2,3,5,2,1,0,1,0,7563,31052
Januária,1045,1138,887,605,655,330,216,76,67,39,33,16,21,12,11,16,15,6,7,6,5,3,1,0,0,5,5,0,3,0,3,2,4,7,5,2,3,5,1,4,2,6,3,9,7,6,6,9,5,16,16,19,5363,31053
Pirapora,3,5,10,15,12,60,112,62,146,156,119,100,122,48,57,43,30,37,35,31,20,19,10,19,8,6,7,5,6,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1,2,0,0,1,1,1,0,1,1317,31055
Patos de Minas,1,0,0,3,2,1,1,0,4,1,10,0,1,6,3,9,2,6,7,7,2,0,0,2,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,80,31057
"Unaí,Paracatu",3,7,6,7,5,5,9,9,8,3,6,4,7,4,5,2,8,6,8,8,4,7,1,2,2,1,1,2,3,1,1,0,0,2,0,1,0,0,1,1,1,0,0,2,0,0,2,0,0,0,2,0,157,31058
Manhuaçu,0,0,0,2,0,0,1,0,0,1,1,2,1,3,4,3,2,3,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,36,31059
Ponte Nova,4,0,3,2,3,5,12,10,10,23,40,62,86,48,38,21,47,57,48,32,22,34,9,4,8,17,1,8,2,4,1,0,1,2,0,0,1,1,1,2,1,2,1,0,1,2,0,0,2,2,3,9,692,31060
Viçosa,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,2,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31061
Araçuaí,5,5,4,2,17,3,18,15,22,33,32,29,8,8,10,11,8,5,3,3,4,1,0,2,1,2,0,8,2,1,0,0,0,2,0,0,0,1,1,5,0,1,4,2,3,3,1,1,0,2,1,1,290,31064
Itaobim,25,52,163,288,454,642,644,411,464,364,266,154,119,80,49,26,15,20,20,10,12,2,3,6,3,5,1,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4309,31065
Nanuque,1,0,12,19,4,9,7,17,40,37,45,40,44,40,74,61,46,63,48,37,4,24,10,16,26,4,13,15,13,3,1,7,7,10,20,10,19,23,29,23,27,38,14,14,7,10,7,9,8,5,1,0,1061,31066
Padre Paraíso,2,0,3,1,4,32,29,26,32,29,55,21,14,9,6,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,31067
Pedra azul,1,8,2,3,4,11,18,35,35,78,61,50,56,32,94,50,26,23,38,13,18,12,7,4,4,5,2,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,701,31068
Araxá,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,8,1,1,3,3,3,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,41,31070
"Frutal,Iturama",0,0,1,0,0,1,0,0,19,76,54,37,87,73,117,83,84,118,127,77,78,51,41,31,16,6,6,9,7,5,5,7,3,7,5,3,2,2,2,1,0,0,0,1,3,2,1,4,5,4,2,1,1264,31071
Uberaba,1,4,2,3,1,1,5,5,7,2,4,3,18,19,16,13,7,3,10,10,13,4,2,2,5,2,3,0,1,4,4,0,1,2,1,1,1,1,0,2,0,0,2,1,1,1,0,3,2,2,2,1,198,31072
Ituiutaba,1,0,3,0,0,0,0,0,0,0,1,0,1,1,2,1,6,1,2,2,1,2,2,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,37,31073
"Patrocínio,Monte Carmelo",0,0,2,2,2,0,0,0,2,2,4,5,4,2,0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,31074
"Uberlândia,Araguari",7,5,9,3,7,8,5,5,8,6,7,20,40,24,39,51,102,85,79,76,73,41,28,34,24,22,20,14,8,5,8,5,13,7,8,4,9,3,7,11,7,10,2,4,17,9,8,7,9,10,8,5,1026,31075
Manga,13,109,123,228,369,326,397,230,165,106,106,65,34,21,20,8,17,26,10,2,4,6,0,1,0,0,1,3,1,3,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,2,2404,31076
João Pinheiro,0,1,0,1,2,0,0,0,0,2,0,1,0,0,0,1,2,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,31077
Congonhas,0,0,1,0,1,1,2,3,13,18,15,42,32,55,38,40,57,53,38,22,12,12,10,10,6,7,8,5,1,14,11,1,2,1,3,0,0,2,3,2,0,0,2,2,0,1,0,0,0,0,0,0,546,31078
Conselheiro Lafaiete,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,4,2,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0,1,24,31079
São Gotardo,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,31082
Bocaiúva,5,2,14,10,19,7,23,24,42,51,28,82,71,87,64,47,63,40,27,32,8,14,9,11,4,0,3,4,1,1,1,4,0,0,3,1,0,0,0,2,0,0,2,6,16,2,10,15,14,9,3,2,883,31083
Montes Claros,124,229,418,671,1466,2276,2599,1833,1921,1656,1542,1158,865,471,507,339,298,204,215,164,107,104,50,71,59,52,44,40,26,28,30,35,20,35,22,22,25,29,24,29,17,19,17,24,22,19,18,17,19,21,28,20,20049,31084
Taiobeiras,2,2,1,1,3,5,2,10,6,12,6,1,3,3,3,3,0,3,1,1,0,3,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,2,0,0,2,0,0,2,85,31085
Divinópolis,0,1,0,0,2,0,2,0,1,1,50,123,121,61,86,71,81,54,45,56,14,12,12,21,13,1,2,5,13,3,7,2,5,0,2,3,2,2,1,4,0,2,2,0,4,0,0,2,3,6,7,2,907,31086
"Lagoa da Prata,Santo Antônio do Monte",1,3,1,2,0,0,1,0,1,2,3,5,14,14,24,8,5,3,0,5,4,3,4,4,7,2,1,3,1,3,0,1,2,0,1,3,1,0,2,3,2,1,2,1,1,0,3,2,1,0,2,1,153,31087
"Oliveira,Santo Antônio do Amparo",0,1,1,0,0,0,1,0,2,2,10,8,10,7,8,4,7,3,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,75,31088
Campo Belo,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,31089
Lima Duarte,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31090
Cássia,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31091
Passos,0,0,0,0,0,0,0,0,1,1,0,1,3,2,0,1,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,19,31092
Piumhi,0,0,0,0,0,1,0,0,0,1,7,8,4,4,8,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,53,31093
"Almenara,Jacinto",452,493,488,513,607,466,288,94,199,91,105,69,49,28,33,21,37,38,15,25,9,10,6,7,2,0,3,2,1,2,2,3,0,1,0,1,0,2,7,3,0,2,4,0,0,0,1,1,1,2,2,0,4185,31094
Serro,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31095
Itambacuri,0,0,0,0,0,0,1,0,4,3,2,1,1,0,2,2,0,2,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,9,4,15,14,0,7,2,0,1,82,31096
Juiz de Fora,0,1,2,3,1,0,1,2,3,1,1,1,2,0,0,3,3,2,3,1,2,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,3,1,0,0,2,0,3,1,2,3,0,3,0,1,59,31097
Salinas,1,3,4,13,24,39,31,100,41,41,52,43,16,12,13,17,17,11,8,4,3,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,0,0,504,31098
"Teófilo Otoni,Malacacheta",9,35,37,111,130,141,261,167,403,381,373,366,301,131,441,263,262,53,70,63,75,33,33,54,40,19,22,9,8,4,4,6,9,7,5,3,1,3,1,0,1,6,2,2,7,10,13,15,14,11,10,5,4430,31099
São Francisco,5,6,40,70,162,199,269,183,210,159,129,98,48,21,31,30,19,15,12,9,4,4,2,2,1,0,2,1,2,2,0,1,1,0,0,1,2,0,1,1,1,0,1,0,2,0,1,0,0,3,0,2,1752,31100
Brasília de Minas,5,38,60,76,140,197,219,264,357,294,348,245,261,211,195,210,115,93,102,83,56,27,19,25,11,11,9,8,9,5,1,3,10,12,10,5,8,2,1,3,4,3,3,4,7,8,17,17,2,4,2,3,3822,31101
"Peçanha,São João Evangelista,Santa Maria do Suaçuí",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,31102
