Município,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Total,CIR
São João Del Rei,35,11,14,25,17,26,24,19,71,107,112,199,291,211,336,319,356,316,337,326,250,176,98,86,40,36,26,37,19,16,10,11,17,14,8,9,8,14,16,19,15,16,13,9,22,15,15,36,46,150,249,306,4954,31015
"Belo Horizonte,Nova Lima,Santa Luzia",529,449,578,662,827,879,1021,1134,1941,2297,2901,4016,5776,4959,6842,6081,5930,4786,5481,4688,3250,2489,1640,1532,1129,828,495,506,565,439,382,448,308,347,384,296,396,381,453,474,352,425,469,377,582,430,466,616,671,800,949,1408,86064,31016
Betim,137,72,79,80,149,164,228,367,388,619,754,1040,1501,1560,1655,1733,1694,1605,1701,1360,1196,734,495,422,330,278,170,177,126,100,90,90,85,67,67,69,93,71,74,76,114,108,120,107,186,157,246,284,366,527,733,800,25444,31017
Contagem,98,77,131,122,164,218,280,235,440,533,770,1134,1592,1287,1937,1736,2116,1836,1803,1466,1073,629,453,532,369,289,157,163,145,77,102,86,70,101,66,74,86,95,83,106,111,141,142,73,141,128,153,174,254,367,303,386,25104,31018
Curvelo,104,64,59,78,148,248,471,565,842,744,792,700,621,393,453,326,355,281,277,207,177,114,87,94,63,60,30,43,29,23,20,30,24,24,14,11,27,45,33,29,16,26,28,32,87,102,154,248,228,334,574,586,11120,31019
Guanhães,7,3,4,4,9,19,23,21,49,64,103,139,123,106,145,192,178,93,88,121,89,77,37,33,30,23,9,7,4,6,1,2,0,2,3,2,5,4,3,4,1,2,1,5,5,7,14,14,20,21,20,29,1971,31020
Itabira,58,22,27,33,31,31,55,50,86,87,193,211,278,341,459,426,594,563,567,577,456,353,285,322,243,187,122,126,94,85,65,64,44,73,37,37,44,46,47,61,47,68,67,70,99,137,165,312,330,506,787,1128,11196,31021
Ouro Preto,6,5,1,4,7,6,23,16,25,71,95,131,210,260,379,323,399,337,288,216,136,96,32,39,31,17,13,15,11,1,4,7,5,3,1,4,2,4,4,0,4,7,3,3,11,12,12,17,15,31,19,26,3387,31022
João Monlevade,3,0,2,6,12,13,30,25,96,128,161,229,327,326,386,385,347,380,479,448,252,250,98,136,74,37,25,22,19,11,9,8,2,3,3,3,1,5,5,5,6,8,5,6,5,4,4,8,7,23,17,14,4858,31023
Sete Lagoas,130,132,182,232,360,514,704,745,1024,1327,1443,1772,1817,1346,1624,1178,1018,933,780,571,410,334,197,171,154,116,48,51,35,117,54,33,34,15,20,16,15,17,25,23,26,31,46,38,68,52,82,127,193,209,310,409,21308,31024
"Vespasiano,Lagoa Santa",54,31,37,39,45,51,73,77,109,129,205,322,406,362,595,542,551,521,554,451,413,237,189,178,156,109,84,87,71,73,54,55,48,43,26,37,36,46,35,64,61,91,83,64,115,138,171,301,245,341,370,458,9633,31025
"Diamantina,Itamarandiba",17,10,4,3,11,14,9,12,12,15,36,46,46,70,103,122,68,93,111,119,56,58,19,14,15,19,14,6,15,7,7,3,0,5,4,3,6,9,6,8,4,13,13,25,45,36,58,68,109,145,139,140,1990,31026
"Turmalina,Minas Novas,Capelinha",17,8,11,19,11,25,38,30,53,76,83,96,93,60,69,65,59,64,67,60,49,33,19,26,18,12,15,18,2,6,7,4,5,1,3,3,7,9,12,15,11,14,34,35,30,46,49,102,132,197,159,121,2198,31027
Bom Despacho,19,14,31,31,26,23,43,32,51,100,101,145,198,147,250,218,207,222,263,244,197,144,87,138,90,65,59,46,44,17,23,27,24,26,13,21,27,21,22,25,7,35,46,27,56,66,98,109,99,114,126,114,4378,31028
Formiga,16,13,17,16,14,20,30,22,43,77,131,168,269,177,233,256,251,221,236,186,136,136,66,78,52,45,29,16,15,29,14,19,14,11,15,15,14,11,4,10,8,26,20,24,19,20,38,25,46,39,72,85,3547,31030
Itaúna,7,3,3,3,11,11,5,20,89,54,86,102,163,183,213,255,322,208,130,155,185,104,70,87,52,48,19,31,22,13,21,21,13,17,24,5,18,10,19,21,13,22,23,20,29,24,16,45,48,55,78,70,3266,31031
"Pará de Minas,Nova Serrana",41,34,59,91,116,186,214,300,590,832,893,832,1157,1088,1248,1111,1154,891,984,674,598,485,291,307,208,138,83,79,56,38,35,54,55,40,27,23,17,46,41,60,36,53,51,37,66,74,52,47,57,84,105,90,15928,31032
Caratinga,23,8,25,37,44,64,78,88,124,194,323,398,441,187,275,200,100,92,99,95,55,53,27,35,21,18,4,4,9,9,1,0,6,2,2,3,1,1,1,2,0,5,4,3,2,4,3,8,20,26,34,30,3288,31034
"Coronel Fabriciano,Timóteo",83,51,44,55,71,111,142,152,255,249,271,304,281,295,455,415,334,337,370,354,274,222,181,184,179,100,76,55,86,61,76,70,58,60,54,67,68,87,72,83,98,136,205,231,415,518,746,889,1071,1103,587,480,13221,31035
Governador Valadares,68,113,145,154,185,377,423,346,424,422,523,466,408,322,371,347,316,200,222,248,186,147,150,94,152,126,101,66,83,33,32,29,41,25,19,10,18,20,12,27,29,47,52,49,54,50,47,42,55,72,79,53,8080,31036
Ipatinga,143,216,197,246,208,297,337,240,545,757,800,1095,1072,900,1208,968,970,860,1009,875,641,493,373,425,358,247,182,140,102,78,71,50,54,48,37,37,39,48,44,53,54,68,123,99,120,119,189,232,255,377,389,391,18879,31037
Mantena,5,2,2,0,8,15,20,32,79,58,117,128,78,57,67,68,39,36,42,37,52,38,27,23,36,15,21,17,12,7,6,5,3,2,6,7,3,9,7,11,11,10,28,6,21,11,20,37,21,46,47,25,1480,31038
Resplendor,4,9,18,18,53,56,41,58,75,109,75,90,90,66,73,44,45,45,37,26,23,16,15,22,9,19,20,18,8,14,4,2,4,8,1,5,1,10,10,6,4,12,2,5,12,17,21,13,24,15,14,8,1394,31040
Além Paraíba,14,2,3,5,3,5,3,1,10,10,12,17,15,4,15,8,12,16,6,7,4,6,2,8,7,2,2,1,0,4,3,0,1,2,2,6,2,7,10,10,2,8,22,15,58,65,66,121,125,151,140,113,1133,31041
Carangola,0,0,2,4,5,5,15,21,42,89,99,135,179,184,246,160,255,159,192,178,143,88,66,41,48,21,9,10,0,4,2,0,3,1,2,6,2,3,2,11,1,6,11,5,5,3,15,20,22,23,13,26,2582,31042
"Leopoldina,Cataguases",8,9,6,14,9,23,27,19,31,43,61,64,97,58,106,120,121,97,150,118,115,113,47,47,44,38,26,22,10,10,13,8,4,9,6,7,13,17,20,20,7,27,11,10,36,32,54,111,102,172,151,149,2632,31044
Muriaé,180,194,207,440,611,460,515,259,570,745,651,644,678,455,404,335,301,159,170,132,69,43,26,25,16,11,6,5,6,0,1,1,2,4,3,0,3,2,5,3,2,9,7,7,7,3,19,22,20,30,31,18,8516,31045
Santos Dumont,0,0,0,0,0,1,1,1,1,1,3,1,3,3,15,4,3,1,11,1,5,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,0,68,31046
"São João Nepomuceno,Bicas",3,0,3,4,7,13,19,15,32,67,153,172,262,157,352,275,385,185,322,194,151,157,136,134,30,46,21,15,15,13,1,2,5,3,1,5,39,19,12,35,28,23,18,19,19,9,4,7,6,7,6,6,3612,31047
Ubá,17,12,29,29,33,66,91,112,173,194,310,362,456,431,542,474,525,421,436,358,232,146,127,156,93,58,40,27,32,24,19,16,18,20,18,7,11,12,14,34,18,40,20,20,44,15,26,41,21,33,22,9,6484,31048
Coração de Jesus,5,1,6,7,10,13,25,32,23,27,23,17,11,13,27,20,24,16,10,18,21,8,14,7,4,1,3,1,2,0,0,0,3,0,0,2,2,1,0,0,0,0,0,3,3,3,20,6,6,27,14,12,491,31050
Francisco Sá,74,23,37,45,58,79,115,66,76,77,84,68,41,35,22,13,7,13,15,6,7,1,2,6,2,2,1,1,0,2,3,0,1,1,1,1,1,0,1,1,2,3,5,7,13,8,3,5,7,10,8,10,1069,31051
"Janaúba,Monte Azul",133,240,247,298,465,572,566,428,391,273,184,175,106,69,48,68,65,46,50,43,41,24,22,26,29,22,16,10,11,13,9,12,9,16,14,14,10,8,4,8,7,10,7,3,12,7,16,12,7,8,14,8,4896,31052
Januária,100,138,179,101,151,76,76,27,24,9,11,5,4,4,3,7,10,4,0,1,1,2,0,4,0,2,0,1,4,2,2,3,6,1,6,7,1,7,4,1,2,2,1,4,6,18,17,26,14,14,31,17,1136,31053
Pirapora,60,45,59,122,186,303,587,594,889,902,723,475,447,349,314,254,242,168,125,136,97,93,42,33,39,22,17,15,15,5,13,5,9,9,2,2,3,2,3,6,3,6,4,1,10,9,9,19,17,9,14,19,7532,31055
Patos de Minas,79,72,128,120,172,190,281,271,465,532,698,890,1105,1138,1360,1325,1390,1182,1228,996,889,752,549,337,92,51,44,29,19,22,5,5,7,6,3,3,3,30,52,32,21,8,34,30,45,42,42,56,76,59,90,112,17167,31057
"Unaí,Paracatu",421,415,494,546,666,896,890,814,951,947,922,997,849,573,792,828,864,634,765,641,443,408,263,299,315,229,202,166,105,100,89,76,74,70,62,58,87,94,100,99,105,118,118,101,153,148,194,192,227,239,235,223,20297,31058
Manhuaçu,36,44,63,75,53,100,113,116,327,412,497,699,755,655,876,738,860,595,624,586,582,340,225,222,131,75,52,23,13,16,13,4,6,8,3,1,8,9,7,15,5,8,11,9,12,9,6,16,19,34,30,38,10174,31059
Ponte Nova,9,18,16,44,91,176,314,442,610,721,908,1064,1129,803,926,888,819,506,603,414,263,204,144,125,59,69,25,26,17,12,12,8,13,10,6,3,7,14,10,17,6,19,19,11,18,61,47,74,61,76,36,17,11990,31060
Viçosa,3,1,0,3,4,8,8,32,35,57,94,116,133,162,174,167,145,100,140,93,69,61,30,26,15,3,12,6,10,2,4,5,11,7,9,3,7,7,3,7,5,2,11,4,3,1,3,7,2,3,3,1,1817,31061
Araçuaí,9,13,6,18,56,45,52,71,100,96,130,109,130,88,120,77,61,47,51,40,24,34,34,41,38,33,35,24,13,13,11,10,11,14,15,10,11,19,13,34,35,57,48,41,63,80,55,79,41,45,24,36,2360,31064
Itaobim,77,212,329,395,416,298,259,165,89,28,9,25,18,11,9,6,9,6,2,1,1,0,0,0,3,4,2,3,3,0,3,1,1,2,0,0,0,2,0,0,1,0,0,1,2,1,1,2,1,3,5,6,2412,31065
Nanuque,48,74,123,130,148,245,198,119,207,212,224,190,208,103,109,38,27,27,8,22,22,33,18,32,38,31,25,16,17,6,14,14,3,12,14,0,3,1,1,5,4,15,12,12,16,3,14,12,8,4,7,2,2874,31066
Padre Paraíso,1,3,19,15,28,38,55,67,57,36,83,47,59,39,57,56,28,32,17,29,29,17,6,9,10,17,6,4,0,1,3,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,2,0,2,0,3,4,885,31067
Pedra azul,4,14,9,9,18,31,52,40,47,36,39,47,12,14,29,18,9,4,15,5,4,4,5,3,1,0,1,1,0,0,1,3,1,0,1,0,2,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,485,31068
Araxá,48,67,71,51,74,88,141,105,178,224,247,443,583,539,706,678,1070,871,871,683,588,410,235,308,227,171,134,84,82,59,40,38,35,65,39,26,35,30,27,38,34,40,43,27,56,48,39,48,48,56,62,66,10976,31070
"Frutal,Iturama",47,66,60,88,82,91,83,85,141,273,342,421,561,578,871,879,885,801,780,610,532,470,328,271,174,144,131,108,87,57,68,47,66,55,35,29,53,74,61,57,52,72,66,55,143,135,100,130,157,96,66,92,11755,31071
Uberaba,232,297,345,465,561,773,730,710,968,1411,1524,1819,2128,1716,2252,1807,1910,1558,1739,1360,1171,793,676,608,375,355,243,189,179,170,121,166,130,152,119,136,161,147,136,139,89,149,147,94,150,166,183,176,184,151,135,122,32217,31072
Ituiutaba,120,126,200,255,321,532,579,475,604,685,613,616,713,632,706,775,716,504,422,293,281,135,124,88,83,46,44,29,38,36,20,19,10,10,5,10,13,7,13,12,6,8,8,5,17,10,10,13,11,16,9,8,11031,31073
"Patrocínio,Monte Carmelo",144,156,193,251,228,434,481,409,686,845,774,850,933,956,1068,1206,1107,595,488,439,266,154,105,125,84,46,25,18,14,12,14,7,6,4,3,1,8,0,4,3,6,18,17,16,15,24,34,56,80,88,122,179,13797,31074
"Uberlândia,Araguari",300,278,440,473,488,707,931,1122,1622,1979,2376,2779,2426,2158,2722,2649,2726,2602,2551,2275,1943,1474,1061,951,592,449,415,373,321,335,363,244,192,171,185,124,175,210,221,203,224,249,247,158,308,238,196,196,175,282,279,238,46396,31075
Manga,45,48,128,125,137,155,183,121,129,76,65,25,14,5,5,2,2,3,3,3,0,0,0,5,0,1,2,3,1,3,2,0,2,2,2,0,1,2,2,1,4,6,4,3,4,0,1,1,1,5,1,10,1343,31076
João Pinheiro,57,69,120,137,141,244,329,341,556,758,577,509,566,281,218,154,133,124,136,131,127,117,80,77,70,35,25,36,28,18,21,12,14,15,24,24,28,25,19,35,30,42,49,41,65,45,43,41,32,36,25,24,6884,31077
Congonhas,13,3,6,6,12,14,12,34,79,100,188,261,287,295,454,182,321,442,447,380,313,219,189,111,92,74,31,54,29,11,18,17,15,10,10,0,9,28,12,19,4,20,5,34,7,15,16,16,9,16,35,27,5001,31078
Conselheiro Lafaiete,23,6,17,13,11,16,11,19,25,34,70,111,217,220,221,275,346,264,323,262,213,150,107,97,76,63,39,46,35,32,19,20,19,16,16,16,10,28,27,31,20,27,45,17,28,29,25,35,44,84,69,97,4064,31079
São Gotardo,4,8,2,18,11,22,44,35,49,55,74,136,152,109,179,199,189,116,157,114,126,110,60,88,59,25,16,4,7,3,6,10,4,4,4,6,3,2,3,7,9,14,12,15,12,25,57,66,75,126,202,153,2986,31082
Bocaiúva,9,29,44,34,90,163,207,200,310,315,245,229,130,98,86,79,66,69,85,74,63,47,32,50,25,15,17,5,13,16,12,31,29,21,24,13,26,17,18,38,41,75,106,92,124,154,274,322,319,359,514,292,5746,31083
Montes Claros,242,414,798,1251,2158,2718,3648,2660,2892,2189,1888,1463,1014,497,569,394,378,266,254,225,138,133,55,72,52,44,34,39,31,30,35,23,16,27,30,20,37,38,30,46,43,39,37,36,64,98,106,105,143,175,149,174,28017,31084
Taiobeiras,3,4,7,7,9,10,8,12,14,23,17,11,15,3,10,8,13,3,7,11,7,12,2,3,2,1,0,0,2,0,2,3,1,2,1,1,0,2,1,1,1,4,4,0,3,7,6,3,4,7,5,10,292,31085
Divinópolis,38,17,23,60,83,137,189,223,401,647,959,1088,1090,882,1334,1132,1234,1056,1080,816,587,312,201,230,148,91,59,45,45,35,18,37,28,47,22,37,27,47,32,35,33,42,26,26,101,67,78,98,183,315,416,414,16371,31086
"Lagoa da Prata,Santo Antônio do Monte",11,5,11,10,8,20,14,10,24,42,77,120,171,183,250,225,192,201,225,176,118,94,80,57,45,37,38,20,13,11,13,10,12,15,9,11,9,8,15,41,38,30,32,31,38,24,38,29,58,56,76,77,3158,31087
"Oliveira,Santo Antônio do Amparo",17,13,7,11,34,29,74,100,95,314,436,603,699,518,878,741,537,608,665,380,183,155,41,69,33,31,11,6,13,9,6,2,6,1,5,3,2,5,4,4,1,1,2,17,18,19,48,95,153,183,251,259,8395,31088
Campo Belo,9,4,4,6,6,10,9,12,8,15,27,42,43,37,111,60,83,79,95,78,71,53,14,37,12,13,2,4,0,2,3,0,6,6,3,1,1,5,1,5,1,3,9,6,30,42,106,103,149,161,158,148,1893,31089
Lima Duarte,0,0,0,2,3,2,1,1,5,5,1,2,2,1,3,5,8,5,13,18,14,6,1,0,3,0,0,0,0,0,1,1,1,1,0,2,0,0,0,3,0,1,2,1,0,0,0,1,0,2,12,4,133,31090
Cássia,9,0,0,2,3,15,15,18,47,58,58,86,108,94,169,193,248,211,195,199,135,89,69,48,30,10,6,7,5,9,5,7,3,0,1,0,3,6,2,6,2,7,5,4,23,36,36,16,20,50,55,35,2458,31091
Passos,147,196,238,316,519,755,1026,1121,1780,1905,1784,1633,1756,1268,1113,826,748,459,402,272,193,146,78,84,55,46,36,32,34,11,13,26,29,23,25,15,40,42,22,30,33,33,44,27,65,37,54,57,59,75,62,72,19862,31092
Piumhi,40,37,42,82,138,142,168,197,204,234,349,370,406,336,448,414,528,419,456,458,338,285,160,154,112,83,54,43,21,19,8,12,6,12,6,6,12,11,8,13,17,12,14,13,25,22,18,43,35,89,99,144,7362,31093
"Almenara,Jacinto",462,332,331,237,245,177,154,63,47,54,48,35,31,32,35,19,23,47,36,30,14,13,13,10,7,5,2,6,6,0,5,1,0,3,1,0,2,0,5,4,1,3,3,6,5,3,18,12,18,25,33,12,2674,31094
Serro,2,6,0,2,3,2,1,2,4,3,20,40,45,40,43,37,44,33,44,30,22,16,10,8,7,9,6,15,9,1,1,1,2,1,3,2,4,6,1,0,6,7,2,1,2,4,3,4,3,2,4,4,567,31095
Itambacuri,2,4,8,1,14,12,42,54,83,55,68,40,43,29,40,26,21,44,43,27,12,6,3,2,5,6,4,6,2,0,5,5,0,2,4,0,9,21,10,22,19,22,18,36,22,38,54,60,45,29,18,9,1150,31096
Juiz de Fora,18,10,6,13,19,21,25,26,48,57,73,113,142,128,239,275,231,199,266,249,165,101,71,72,56,50,47,34,20,18,12,13,4,18,10,9,20,16,21,12,20,40,53,36,97,117,125,155,119,219,181,210,4299,31097
Salinas,7,15,36,66,178,174,214,76,208,192,35,119,49,13,18,15,7,6,13,4,1,2,5,2,0,0,1,3,0,0,1,2,0,0,1,1,1,2,4,3,1,1,2,1,3,0,3,2,2,1,6,9,1505,31098
"Teófilo Otoni,Malacacheta",37,80,129,272,240,320,359,290,597,514,392,431,303,205,371,282,269,166,124,146,103,93,68,83,68,58,55,32,26,20,21,14,25,16,13,11,11,11,22,13,14,19,16,5,12,44,44,59,50,61,42,65,6721,31099
São Francisco,17,32,56,83,134,191,177,163,192,131,79,47,25,23,25,11,15,14,19,15,9,4,7,2,6,4,1,2,0,2,0,1,3,1,1,4,3,6,4,3,5,2,0,6,12,4,6,7,6,9,51,47,1667,31100
Brasília de Minas,61,134,182,222,251,311,277,254,304,274,260,189,181,159,103,126,109,90,105,78,41,26,36,34,21,13,14,15,8,12,10,18,11,21,19,24,14,12,15,17,6,18,18,15,22,30,53,50,37,42,39,29,4410,31101
"Peçanha,São João Evangelista,Santa Maria do Suaçuí",0,0,2,4,4,5,3,3,6,17,9,5,26,7,28,12,22,35,34,14,27,12,11,17,3,7,6,7,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,2,2,2,1,0,0,0,341,31102
