Município,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Total,CIR
Sete Lagoas,606,721,946,965,1381,1386,2175,2589,2595,2224,2081,1304,1411,1189,1038,609,515,238,152,153,69,70,39,20,17,12,5,3,3,4,6,7,0,6,7,5,7,8,9,5,4,12,14,25,22,15,25,33,21,26,23,73,24873,31024
"Vespasiano,Lagoa Santa",320,327,415,429,544,461,714,928,1049,1003,1077,801,889,965,969,620,421,405,184,144,56,30,27,13,9,1,3,4,2,3,2,5,1,1,3,0,1,2,1,2,1,3,2,2,4,0,5,5,4,5,2,33,12897,31025
"Diamantina,Itamarandiba",8,12,16,35,84,72,158,217,310,239,328,357,480,372,326,244,256,108,61,74,45,11,7,13,6,38,0,1,3,0,1,0,0,2,0,0,0,4,0,1,1,0,0,3,1,0,5,1,2,7,10,7,3926,31026
"Turmalina,Minas Novas,Capelinha",12,7,9,17,46,44,50,103,147,200,165,189,232,263,256,122,166,142,80,60,30,8,24,2,10,1,1,3,1,1,2,2,3,6,2,2,3,2,3,0,2,3,2,8,5,4,71,33,10,38,16,8,2616,31027
Bom Despacho,19,30,35,40,71,100,191,189,235,219,240,171,225,230,190,146,163,110,67,71,38,22,31,14,13,1,4,3,2,1,2,1,2,1,0,2,2,1,2,0,6,4,2,4,2,2,2,8,3,1,5,2,2925,31028
Formiga,12,11,21,25,22,13,39,48,61,54,50,63,77,93,86,52,32,48,28,14,7,11,10,3,6,4,3,1,2,0,3,1,0,3,1,1,2,4,0,0,1,2,1,0,0,1,2,8,12,16,15,7,976,31030
Itaúna,64,119,178,194,294,325,565,829,421,194,301,163,325,390,258,204,231,109,225,40,17,16,14,9,2,2,1,2,1,0,1,3,0,0,1,0,1,0,2,1,0,1,2,1,1,2,0,0,4,2,3,11,5529,31031
"Pará de Minas,Nova Serrana",180,216,282,279,430,406,523,372,401,486,480,474,915,1004,787,548,675,425,199,133,85,68,46,12,8,10,7,4,2,3,6,1,3,5,16,9,3,6,3,6,4,0,3,5,1,1,10,7,15,7,15,35,9621,31032
Caratinga,112,180,111,111,153,102,148,214,241,241,333,203,185,141,88,47,18,30,15,3,3,3,4,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,2,1,0,0,5,2705,31034
"Coronel Fabriciano,Timóteo",829,1120,1071,1272,1349,955,1172,965,560,361,241,127,149,99,87,49,34,21,21,18,14,6,1,1,3,0,4,4,3,0,0,0,2,0,1,4,0,4,1,0,6,3,2,2,1,3,4,6,10,6,3,27,10621,31035
Governador Valadares,103,166,233,296,353,271,361,399,310,350,171,174,154,91,61,53,56,35,23,20,15,17,14,5,20,17,18,7,9,7,2,4,3,5,3,0,1,4,1,2,3,6,13,9,21,8,16,8,14,13,12,25,3982,31036
Ipatinga,207,280,414,1088,870,670,1640,1416,907,610,306,160,150,143,89,41,52,24,33,27,21,11,11,18,1,4,2,5,2,6,2,6,4,3,8,3,3,9,4,3,7,5,5,5,9,14,11,24,22,22,14,23,9414,31037
Mantena,4,10,5,14,22,15,54,81,79,96,74,58,49,47,37,23,22,6,15,7,8,10,8,5,0,3,0,5,0,2,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,4,773,31038
Resplendor,51,49,72,89,76,79,150,150,150,133,101,66,82,83,72,33,34,34,11,13,6,1,4,0,2,1,0,2,0,1,2,0,0,0,1,2,0,0,3,0,0,6,0,2,0,0,1,2,2,17,13,23,1619,31040
Além Paraíba,239,266,260,211,132,88,156,96,96,94,68,59,51,37,46,35,29,30,16,5,3,2,4,2,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,17,2055,31041
Carangola,12,19,14,28,49,30,76,126,133,140,104,76,56,62,71,70,56,20,18,6,3,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,5,2,1,0,1,0,1201,31042
"Leopoldina,Cataguases",282,286,231,272,329,196,586,640,693,550,456,266,237,229,133,87,106,28,29,25,21,10,4,1,0,1,0,1,0,2,2,2,0,0,1,0,1,2,0,0,3,0,1,1,8,9,4,5,16,10,13,29,5808,31044
Muriaé,258,296,311,329,349,298,590,501,465,369,263,118,170,158,120,73,93,58,49,24,19,11,5,5,2,3,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,4,7,5,1,2,6,3,4974,31045
Santos Dumont,1,4,1,4,3,9,14,7,14,23,29,8,22,15,9,9,24,13,23,13,13,20,29,19,6,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,338,31046
"São João Nepomuceno,Bicas",13,16,30,55,64,78,215,293,310,345,287,233,227,216,144,92,89,40,15,22,26,14,12,30,2,0,1,1,1,2,1,2,0,1,1,0,2,1,0,1,0,0,2,2,1,1,1,0,1,0,1,2,2893,31047
Ubá,1604,1613,1318,1196,1243,793,962,895,641,433,401,236,235,229,257,172,156,96,61,33,29,22,12,2,2,2,1,0,1,2,1,0,0,2,3,4,4,0,4,4,5,8,10,7,8,17,13,35,69,51,32,120,13044,31048
Coração de Jesus,11,9,6,22,51,56,80,127,73,24,27,27,19,30,22,12,15,5,23,14,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,670,31050
Francisco Sá,127,111,79,77,105,134,201,188,162,127,134,81,50,37,35,29,24,4,6,2,4,1,4,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,3,0,1,0,5,2,5,3,3,22,1772,31051
"Janaúba,Monte Azul",31,47,66,91,182,97,149,169,195,189,194,116,126,73,81,59,25,27,23,17,4,6,2,2,1,2,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,3,3,1,2,9,5,14,2023,31052
Januária,12,6,3,13,13,18,43,93,88,84,64,15,69,53,34,11,30,17,11,7,8,5,2,2,0,1,2,2,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,716,31053
Pirapora,8,14,15,32,61,59,121,149,154,192,194,161,184,181,208,105,116,80,55,33,16,14,6,10,8,3,2,1,1,1,3,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,8,3,6,3,3,2217,31055
Patos de Minas,22,15,28,30,48,70,110,150,141,147,183,244,227,316,335,310,323,196,184,131,91,97,51,39,18,14,13,4,3,3,3,3,2,2,1,0,2,1,0,0,1,2,4,6,3,13,22,9,9,4,8,9,3647,31057
"Unaí,Paracatu",29,32,75,104,187,159,250,284,333,355,353,258,337,297,321,169,194,109,101,98,44,53,35,26,16,14,6,8,8,11,11,4,10,9,5,10,16,23,6,7,9,13,3,5,9,2,4,12,7,8,6,2,4447,31058
Manhuaçu,134,222,147,191,321,245,362,453,467,432,460,303,393,339,342,236,284,139,113,72,34,16,21,8,9,1,1,0,5,0,0,2,1,0,2,1,0,1,1,4,2,3,6,3,8,3,9,5,5,15,11,35,5867,31059
Ponte Nova,36,45,96,180,190,110,208,235,248,192,169,126,160,141,148,119,85,80,36,25,23,18,9,4,4,1,0,1,0,0,2,1,1,3,2,0,0,0,1,0,1,0,0,0,0,1,2,0,1,4,0,1,2709,31060
Viçosa,32,25,49,36,94,48,220,231,267,355,480,281,449,391,275,190,235,150,78,83,18,25,18,5,3,3,16,11,4,1,8,3,3,4,11,3,2,2,4,0,1,5,4,1,4,2,2,3,2,1,0,5,4143,31061
Araçuaí,6,14,4,4,24,16,31,49,49,64,70,43,55,35,44,31,27,18,15,5,3,6,0,2,1,1,1,0,1,2,1,2,1,2,1,0,0,1,0,3,6,7,0,0,4,1,5,5,8,2,7,4,681,31064
Itaobim,18,10,9,6,10,15,24,21,35,26,8,10,21,14,14,10,1,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,273,31065
Nanuque,35,43,35,28,28,17,55,64,36,57,87,45,55,36,35,19,14,6,17,9,7,1,8,3,8,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,771,31066
Padre Paraíso,1,0,0,1,6,4,6,15,14,15,19,6,15,21,22,18,19,13,15,2,2,6,3,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,237,31067
Pedra azul,5,22,14,15,26,38,108,154,174,156,164,101,90,49,37,49,36,7,15,11,6,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,8,6,28,16,9,11,32,1397,31068
Araxá,73,62,87,114,178,204,360,464,503,482,481,451,527,557,593,494,408,379,298,240,120,145,72,80,46,32,19,24,18,6,9,10,7,3,2,5,10,10,8,7,13,10,5,6,9,12,5,16,16,13,8,22,7723,31070
"Frutal,Iturama",53,64,143,158,135,129,195,182,214,203,153,149,206,203,190,96,125,78,33,26,6,9,7,4,4,11,6,4,2,3,5,1,3,6,3,2,2,9,9,3,1,1,2,1,4,5,4,4,20,12,7,12,2907,31071
Uberaba,266,331,379,450,692,699,919,1068,798,846,913,804,974,954,791,552,446,309,220,193,154,96,66,51,40,29,30,29,18,18,18,14,17,18,15,25,20,16,17,21,21,30,41,32,33,46,62,54,49,54,43,59,13840,31072
Ituiutaba,58,73,103,145,201,256,346,376,381,321,355,261,276,264,222,165,203,84,77,78,22,47,75,23,28,17,25,13,11,13,6,9,7,9,9,6,9,16,12,7,4,3,10,10,13,13,18,20,14,17,23,20,4774,31073
"Patrocínio,Monte Carmelo",27,61,47,64,147,178,220,285,270,268,256,169,415,216,243,153,231,112,102,81,55,35,29,11,5,5,1,0,2,1,4,0,2,1,0,0,0,3,2,2,1,3,3,2,6,2,4,8,5,0,4,4,3745,31074
"Uberlândia,Araguari",149,212,242,345,439,469,778,821,773,780,883,616,982,1255,1119,814,991,864,514,448,491,565,336,253,158,74,52,50,52,47,39,34,42,32,22,23,37,37,32,23,18,37,17,29,38,45,53,53,51,70,56,51,16411,31075
Manga,4,4,5,17,10,12,20,30,47,84,40,86,65,57,12,29,12,23,2,10,0,4,10,2,4,0,1,2,0,0,0,2,1,2,0,2,0,0,2,3,1,3,2,1,1,1,2,3,2,1,3,1,625,31076
João Pinheiro,8,9,9,35,22,12,25,32,48,71,66,61,68,142,255,218,275,258,146,135,23,35,10,8,3,3,4,2,4,0,2,2,1,1,1,0,3,3,1,4,5,0,8,1,1,0,2,0,0,0,2,0,2024,31077
Congonhas,12,12,18,20,42,39,93,176,221,165,211,157,225,142,190,120,134,106,111,57,39,42,12,4,14,2,0,4,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,2,1,1,4,2,5,2390,31078
Conselheiro Lafaiete,15,17,15,11,36,28,68,150,117,153,197,213,249,268,304,247,305,187,167,137,118,85,34,13,11,8,4,3,0,3,0,0,1,0,0,2,1,0,1,1,1,1,3,4,2,2,0,4,6,2,3,10,3207,31079
São Gotardo,35,31,37,33,119,156,203,210,335,217,405,398,459,546,673,416,392,313,156,163,89,72,39,18,17,12,3,4,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,5560,31082
Bocaiúva,13,20,29,51,50,59,92,121,125,201,214,121,151,172,139,76,71,56,36,43,22,17,19,6,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,3,2,0,2,6,4,1936,31083
Montes Claros,91,147,238,221,247,218,478,503,319,237,213,112,84,104,41,28,17,6,4,3,2,1,4,1,0,0,0,0,0,2,1,0,4,2,1,2,2,1,1,3,2,3,1,10,9,6,1,12,5,10,4,11,3412,31084
Taiobeiras,0,0,3,3,6,12,22,24,21,31,29,18,25,25,20,17,24,4,17,1,2,4,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,316,31085
Divinópolis,259,338,447,509,399,322,538,678,668,703,678,490,734,801,740,504,571,333,211,169,60,40,18,10,7,4,3,2,2,3,1,5,3,6,2,4,1,4,0,3,3,9,4,7,5,3,4,13,6,5,8,19,10356,31086
"Lagoa da Prata,Santo Antônio do Monte",24,13,18,21,18,27,57,62,80,84,106,49,94,78,77,74,51,73,55,37,38,11,8,13,12,2,2,1,0,0,0,1,0,1,2,1,2,2,0,1,1,5,1,1,0,0,1,10,1,1,2,12,1230,31087
"Oliveira,Santo Antônio do Amparo",3,15,18,23,36,36,48,104,126,120,142,135,286,278,260,179,160,128,74,69,21,11,16,7,3,4,2,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,2,2,2,0,0,2,1,2319,31088
Campo Belo,1,5,7,9,11,9,13,12,17,16,30,46,64,54,36,27,32,35,24,19,5,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,1,484,31089
Lima Duarte,0,5,3,3,10,10,18,17,12,9,29,25,49,53,46,32,48,19,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,31090
Cássia,4,8,7,11,17,25,19,22,23,15,15,10,18,18,22,5,8,4,6,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,1,1,2,279,31091
Passos,27,20,13,21,40,30,60,59,97,119,153,141,183,165,139,142,133,86,46,60,51,28,18,11,6,2,2,7,3,3,1,1,2,2,2,0,5,4,3,1,0,8,1,6,4,0,4,4,4,1,3,5,1926,31092
Piumhi,5,0,5,9,6,7,21,25,26,27,27,28,48,41,45,26,40,22,23,6,8,6,3,0,4,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,4,0,1,2,477,31093
"Almenara,Jacinto",4,6,2,1,6,4,18,33,35,70,66,46,65,73,46,42,34,18,11,6,10,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,611,31094
Serro,5,6,18,37,42,16,48,53,87,40,53,41,49,67,73,63,32,19,16,11,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,791,31095
Itambacuri,83,92,115,90,187,124,156,272,367,255,198,83,100,66,45,19,209,18,0,5,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,3,2,1,2,10,15,8,27,2565,31096
Juiz de Fora,379,624,754,816,936,1078,2635,3311,2892,2564,2759,2398,2317,2403,2353,2041,2075,1553,835,475,311,237,199,22,26,29,13,8,3,11,5,11,4,4,4,5,2,8,6,3,3,4,8,6,4,9,5,17,14,11,16,42,36248,31097
Salinas,24,29,29,46,54,42,95,53,56,70,69,23,45,38,23,8,8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2,1,0,2,0,0,0,8,744,31098
"Teófilo Otoni,Malacacheta",62,60,108,92,164,111,299,389,460,448,450,350,394,291,393,200,229,326,241,212,141,96,95,91,91,38,10,5,6,6,3,3,4,9,1,3,4,1,3,1,1,0,2,4,4,1,4,4,15,2,19,25,5971,31099
São Francisco,11,7,5,26,28,52,45,38,46,46,77,56,72,90,81,46,60,43,38,22,9,8,2,4,1,4,3,1,0,0,3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,1,0,933,31100
Brasília de Minas,41,41,59,52,60,92,153,187,105,134,135,79,115,133,121,58,88,49,62,29,13,21,18,5,3,2,0,0,2,1,1,1,0,0,0,0,9,11,21,9,2,4,0,2,14,5,4,7,1,1,5,8,1963,31101
"Peçanha,São João Evangelista,Santa Maria do Suaçuí",3,9,7,8,14,31,81,94,154,116,144,121,89,85,93,42,38,27,17,9,5,3,4,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,31102
