Município,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Total,CIR
Itabira,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,9,31021
Ouro Preto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,31022
João Monlevade,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,7,31023
Sete Lagoas,1,2,2,2,0,0,2,0,0,1,2,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,1,31,31024
"Vespasiano,Lagoa Santa",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,31025
"Diamantina,Itamarandiba",0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,31026
"Turmalina,Minas Novas,Capelinha",0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,7,5,3,9,3,13,3,12,1,3,1,0,1,1,1,2,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,79,31027
Bom Despacho,0,1,0,1,2,2,0,1,2,0,0,0,1,3,1,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31028
Formiga,0,2,3,2,2,0,2,0,0,1,2,0,2,2,7,4,11,9,9,9,2,2,0,2,3,0,3,0,0,3,1,1,0,0,2,0,2,4,1,2,5,3,4,1,0,0,1,3,1,4,3,3,123,31030
Itaúna,0,0,1,1,2,1,2,1,1,0,0,3,1,0,2,1,2,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31031
"Pará de Minas,Nova Serrana",0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,18,31032
Caratinga,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31034
"Coronel Fabriciano,Timóteo",2,0,1,7,4,0,3,4,0,7,1,2,4,7,3,3,5,3,3,0,3,4,8,0,3,3,0,2,5,4,4,2,2,2,2,0,3,0,2,4,4,1,0,2,2,0,1,5,4,12,6,3,152,31035
Governador Valadares,26,56,47,69,46,64,72,71,45,97,122,85,77,113,115,58,69,59,61,28,25,20,25,18,24,36,15,21,11,7,8,10,14,15,10,2,4,8,1,2,2,5,7,3,1,3,3,4,0,1,4,4,1693,31036
Ipatinga,1,3,6,2,0,2,1,4,2,1,3,3,2,3,1,3,2,0,3,3,1,4,1,2,3,1,0,3,0,1,2,3,2,0,2,1,3,1,1,4,2,1,0,2,0,3,2,5,4,3,4,3,109,31037
Mantena,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31038
Resplendor,0,1,3,3,1,7,1,0,0,1,1,3,1,0,1,1,1,0,2,2,1,1,1,0,0,0,2,1,3,2,0,1,0,1,0,1,1,1,1,1,1,2,2,0,0,0,0,3,0,0,1,1,57,31040
Além Paraíba,0,0,0,0,0,0,0,2,1,1,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,15,31041
Carangola,1,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,22,31042
"Leopoldina,Cataguases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,31044
Muriaé,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,31045
Santos Dumont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,31046
"São João Nepomuceno,Bicas",0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31047
Ubá,2,1,0,0,5,2,0,1,1,3,0,1,2,0,0,1,0,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,2,0,2,0,0,1,0,36,31048
Coração de Jesus,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,31050
Francisco Sá,0,1,1,0,0,2,2,13,12,32,46,91,130,88,74,72,50,73,65,67,52,34,35,15,22,6,11,5,5,6,1,0,2,0,3,1,6,4,11,2,2,1,5,5,7,17,27,18,36,106,169,319,1752,31051
"Janaúba,Monte Azul",1,0,2,0,3,0,1,1,4,4,3,4,16,29,22,19,30,17,28,25,17,11,9,6,5,6,1,2,2,3,0,2,0,0,4,0,13,7,7,10,12,8,2,9,9,13,41,29,37,73,107,143,797,31052
Januária,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9,29,21,39,43,29,38,26,16,23,31,31,11,18,6,4,7,6,6,13,4,11,20,17,11,9,8,10,13,39,37,117,162,378,764,924,1194,4131,31053
Pirapora,0,0,1,0,0,0,0,0,0,0,10,19,25,23,17,17,42,54,72,41,34,33,18,7,4,4,5,1,5,1,3,0,1,8,7,4,2,2,2,0,0,1,1,0,5,4,1,1,3,2,1,0,481,31055
Patos de Minas,0,0,0,0,0,1,0,0,0,1,0,0,6,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,20,31057
"Unaí,Paracatu",0,0,1,1,6,5,8,6,8,12,5,7,21,17,15,8,21,10,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,166,31058
Manhuaçu,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,2,19,31059
Ponte Nova,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,31060
Viçosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,31061
Araçuaí,3,8,3,4,1,6,13,21,14,43,52,64,65,121,115,122,97,55,49,43,35,23,17,12,13,13,6,9,2,1,3,0,0,1,1,1,3,2,2,0,0,3,0,0,2,3,1,3,5,5,2,0,1067,31064
Itaobim,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19,31065
Nanuque,0,0,0,0,1,1,2,1,0,3,1,1,3,7,5,7,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,31066
Padre Paraíso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31067
Pedra azul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,31068
Araxá,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,1,6,1,2,2,0,1,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31070
"Frutal,Iturama",0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,2,0,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,18,31071
Uberaba,0,2,3,3,0,1,2,2,0,6,7,6,8,5,3,8,11,7,6,3,3,0,1,1,1,0,0,0,1,0,0,2,1,1,0,2,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,3,105,31072
Ituiutaba,0,1,1,1,1,0,0,1,0,0,4,5,1,2,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,29,31073
"Patrocínio,Monte Carmelo",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,31074
"Uberlândia,Araguari",0,0,0,0,0,1,1,1,0,1,2,2,2,8,4,4,6,15,8,11,14,27,17,6,17,7,3,5,3,6,3,4,4,5,9,6,7,4,2,3,4,5,6,1,5,5,2,6,2,5,2,2,263,31075
Manga,0,0,0,0,0,0,1,0,0,0,0,1,3,2,2,1,2,5,0,2,0,1,3,2,1,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,2,4,0,4,42,31076
João Pinheiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31077
Congonhas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31078
Conselheiro Lafaiete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31079
Bocaiúva,0,0,0,0,0,0,0,1,1,2,2,0,1,0,2,3,3,6,6,0,2,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,40,31083
Montes Claros,2,2,2,0,3,0,3,14,20,73,128,205,321,294,238,291,288,251,236,201,145,115,88,69,68,42,47,46,26,23,17,15,10,7,4,5,7,3,4,6,1,15,4,8,9,12,7,11,11,16,13,37,3463,31084
Taiobeiras,1,1,2,2,0,2,2,3,0,1,4,3,1,6,1,6,6,1,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,53,31085
Divinópolis,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,31086
"Lagoa da Prata,Santo Antônio do Monte",0,1,0,1,0,1,0,0,0,1,0,3,3,7,3,4,0,10,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,46,31087
"Oliveira,Santo Antônio do Amparo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,31088
Campo Belo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31089
Lima Duarte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31090
Cássia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31091
Passos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31092
Piumhi,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,11,31093
"Almenara,Jacinto",7,1,0,0,1,3,1,2,3,5,3,3,3,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,2,2,0,1,0,1,0,0,2,2,7,2,2,7,10,5,10,17,34,62,55,131,164,182,735,31094
Serro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31095
Itambacuri,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31096
Juiz de Fora,1,0,3,3,0,1,4,1,0,1,2,1,3,3,1,0,5,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,2,2,1,0,1,2,3,0,0,2,2,5,63,31097
Salinas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,31098
"Teófilo Otoni,Malacacheta",1,2,1,0,0,0,5,2,1,2,5,6,9,6,7,6,11,15,11,21,13,14,15,7,5,3,3,7,5,2,1,0,2,1,1,0,0,1,0,2,2,1,1,0,0,1,1,0,0,1,1,0,201,31099
São Francisco,0,0,0,0,0,0,1,2,0,7,7,23,24,32,36,17,15,9,11,12,5,6,9,2,1,5,5,1,0,1,0,1,0,0,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,242,31100
Brasília de Minas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,3,0,1,3,2,10,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,37,31101
"Peçanha,São João Evangelista,Santa Maria do Suaçuí",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,10,31102
