Município,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Total,CIR
Guanhães,1,1,2,5,0,0,2,6,0,2,4,2,2,3,3,3,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,47,31020
Itabira,19,12,39,33,20,19,27,44,19,17,25,25,16,21,26,19,15,24,12,16,9,9,9,5,4,6,5,9,7,4,0,9,6,4,3,5,9,6,11,13,17,5,10,13,10,12,11,9,16,15,26,10,735,31021
Ouro Preto,1,2,2,1,1,2,1,1,1,3,3,2,3,1,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,2,2,3,2,1,2,1,1,1,0,1,0,1,0,2,2,57,31022
João Monlevade,1,4,1,3,2,1,5,2,2,4,2,3,2,1,3,1,1,0,0,1,1,3,1,2,2,2,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,5,3,69,31023
Sete Lagoas,19,55,67,68,35,31,22,34,44,26,33,41,27,38,36,32,33,19,22,19,14,7,5,9,11,9,7,0,4,2,5,3,3,8,2,5,12,5,5,9,4,8,10,7,8,4,12,9,9,11,19,7,934,31024
"Vespasiano,Lagoa Santa",7,12,16,14,16,11,11,16,11,11,6,8,8,6,6,6,8,3,5,2,3,2,3,4,2,2,4,3,2,0,1,4,2,1,2,2,2,2,1,4,3,1,4,5,5,4,8,2,5,13,10,2,291,31025
"Diamantina,Itamarandiba",2,0,0,4,1,0,3,1,2,7,3,2,0,2,3,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,5,4,1,1,4,0,62,31026
"Turmalina,Minas Novas,Capelinha",2,0,0,1,0,1,0,3,2,2,4,5,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,32,31027
Bom Despacho,14,12,17,16,12,20,20,22,30,25,12,12,9,17,21,27,19,15,14,7,7,2,8,2,1,3,4,0,0,0,2,0,0,0,0,0,0,0,2,1,2,3,5,3,9,5,15,2,10,22,18,15,482,31028
Formiga,3,4,6,6,2,5,1,5,4,8,14,12,6,9,24,18,13,6,17,17,11,4,5,12,7,3,3,3,2,1,2,1,1,1,0,1,2,1,2,6,2,2,3,1,4,0,2,3,10,3,2,1,281,31030
Itaúna,0,1,0,5,1,2,2,1,0,1,0,0,2,2,0,0,0,0,0,2,0,1,2,0,2,0,0,2,0,0,0,0,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,0,41,31031
"Pará de Minas,Nova Serrana",19,17,18,31,25,42,31,46,35,38,42,43,52,42,52,82,88,47,44,58,12,12,6,3,16,6,3,3,1,4,1,5,6,8,4,1,1,5,4,5,0,2,3,4,5,3,5,5,2,8,5,2,1002,31032
Caratinga,6,5,6,3,7,2,3,4,3,5,3,6,2,10,9,4,5,0,2,7,2,3,4,1,1,0,1,0,1,0,0,0,1,3,2,1,0,1,2,1,1,1,2,0,2,1,4,3,2,3,1,2,138,31034
"Coronel Fabriciano,Timóteo",50,77,99,138,145,80,89,61,137,148,234,340,248,275,410,348,272,173,157,155,97,32,52,30,29,18,15,8,12,11,3,8,3,3,7,4,7,6,3,2,9,8,14,6,15,6,10,17,8,13,7,3,4102,31035
Governador Valadares,5,16,25,16,10,12,10,11,21,12,17,13,10,6,6,8,6,4,6,6,7,4,6,4,6,6,2,4,3,2,3,4,2,4,2,3,4,7,5,3,5,3,7,2,7,3,12,3,4,7,6,8,368,31036
Ipatinga,21,20,33,44,43,46,24,54,79,121,129,142,114,224,217,210,189,146,112,111,66,45,67,55,91,56,33,68,23,19,24,15,12,6,28,18,18,17,18,15,11,16,23,11,15,9,24,27,23,20,22,9,2983,31037
Mantena,1,0,0,0,1,1,0,0,1,3,0,0,1,5,3,0,0,1,2,2,4,2,7,5,3,7,8,1,1,1,3,2,0,3,3,2,0,1,0,0,2,0,0,0,0,0,0,1,0,1,3,0,81,31038
Resplendor,1,2,5,8,2,2,1,6,1,0,3,3,2,1,10,14,16,5,8,34,20,3,7,11,1,6,3,3,5,3,4,3,5,2,0,1,1,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,207,31040
Além Paraíba,0,2,2,3,0,0,0,3,1,0,1,1,0,0,2,2,4,0,1,1,1,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,34,31041
Carangola,1,2,1,0,0,0,1,0,2,0,0,0,0,2,0,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0,1,0,0,25,31042
"Leopoldina,Cataguases",8,13,13,12,7,7,3,12,8,2,7,12,5,7,9,14,11,11,4,5,2,3,3,4,3,0,0,2,2,4,1,0,4,2,3,2,1,3,1,2,0,0,3,0,2,4,0,2,2,6,4,1,236,31044
Muriaé,4,11,8,11,12,9,6,5,8,3,5,2,3,3,2,7,4,5,4,4,4,3,10,1,2,3,7,2,4,3,3,2,1,2,1,0,5,0,5,6,6,3,2,6,3,9,9,6,10,6,3,2,245,31045
Santos Dumont,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,31046
"São João Nepomuceno,Bicas",1,5,5,2,3,4,1,4,4,0,1,0,1,1,1,1,0,2,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,2,0,1,0,2,0,2,2,1,2,0,0,1,4,1,3,0,1,64,31047
Ubá,41,63,106,117,160,122,119,183,199,215,264,294,319,590,765,639,429,241,225,191,93,44,56,44,21,23,20,16,7,7,9,3,11,5,9,4,4,8,15,12,10,15,13,13,10,18,7,20,19,42,42,9,5911,31048
Coração de Jesus,3,4,2,4,4,1,1,2,2,1,2,1,5,2,0,2,0,1,6,3,6,0,3,2,6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,2,0,75,31050
Francisco Sá,0,3,0,1,0,0,1,1,2,0,2,0,1,3,3,2,8,4,5,9,5,10,10,6,4,13,1,8,3,5,6,8,2,1,3,2,4,1,4,10,2,6,1,1,0,4,0,7,2,4,3,1,182,31051
"Janaúba,Monte Azul",17,13,21,33,42,77,68,103,103,200,139,116,115,132,161,155,134,56,98,66,65,28,13,32,18,22,24,31,13,9,14,12,13,13,17,22,11,11,12,12,14,25,20,12,13,3,16,20,22,24,31,16,2457,31052
Januária,0,2,0,1,1,0,0,0,0,2,1,0,1,0,3,1,1,0,2,2,2,1,2,0,5,2,2,2,3,2,1,1,2,2,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,52,31053
Pirapora,14,4,2,1,3,5,1,4,5,3,5,3,3,9,8,8,13,3,5,4,6,5,3,7,5,8,6,6,15,6,16,4,6,6,6,3,4,6,3,2,2,7,3,2,5,4,7,16,20,36,38,42,408,31055
Patos de Minas,7,7,7,6,11,8,1,11,3,6,10,3,8,9,16,9,7,5,5,16,7,8,3,5,7,4,3,2,7,1,6,6,3,0,2,2,9,7,22,15,8,14,13,13,17,3,3,7,12,8,16,6,394,31057
"Unaí,Paracatu",93,14,22,19,16,27,8,20,19,17,18,14,12,16,19,20,24,16,30,19,25,8,17,17,12,14,13,14,6,9,8,5,3,6,11,8,13,6,15,12,15,10,23,33,79,106,140,140,181,301,369,372,2434,31058
Manhuaçu,5,5,5,7,13,6,5,5,4,4,1,3,0,0,0,1,1,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,1,2,0,0,0,1,1,1,1,3,0,4,1,2,2,1,4,4,3,2,105,31059
Ponte Nova,2,7,6,9,9,3,2,8,2,2,4,4,4,4,3,1,4,2,2,12,4,4,2,3,2,3,0,0,0,0,1,1,1,0,0,0,1,1,0,4,0,0,2,0,3,2,1,3,1,3,0,2,134,31060
Viçosa,3,2,1,10,12,4,0,2,1,3,0,0,3,3,4,0,1,1,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,1,1,0,64,31061
Araçuaí,1,1,2,4,5,1,1,1,0,2,0,2,3,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,1,1,2,1,0,2,0,0,1,1,5,4,2,2,3,59,31064
Itaobim,0,2,1,0,1,0,2,1,1,1,2,0,2,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23,31065
Nanuque,0,0,3,1,0,0,0,3,0,2,1,1,0,1,1,1,0,1,0,1,1,4,0,2,2,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,35,31066
Padre Paraíso,2,1,1,0,1,1,0,1,0,1,1,1,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,23,31067
Pedra azul,1,0,1,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,13,31068
Araxá,8,12,17,15,10,14,14,14,19,14,23,23,22,39,38,59,44,36,38,33,38,23,26,26,25,15,14,8,19,5,10,6,7,12,11,11,9,2,10,16,8,10,19,15,15,17,11,9,12,6,21,16,944,31070
"Frutal,Iturama",3,5,6,9,9,11,11,13,13,13,24,19,5,12,13,12,18,13,15,19,10,7,8,6,15,11,5,5,6,8,6,3,7,6,2,3,2,3,5,4,2,3,2,1,6,3,5,6,7,7,11,6,424,31071
Uberaba,39,50,81,97,98,100,75,102,87,145,136,114,114,141,141,201,161,185,178,216,140,106,92,103,86,72,50,35,52,39,21,26,24,26,12,21,9,40,31,32,25,39,42,26,47,40,30,43,63,63,59,57,4012,31072
Ituiutaba,35,24,28,24,25,25,28,49,53,50,47,58,66,125,125,107,81,126,104,124,54,34,62,55,39,43,17,22,13,7,13,12,7,14,7,5,10,8,9,8,9,13,10,13,10,11,15,17,23,67,69,67,2067,31073
"Patrocínio,Monte Carmelo",5,0,1,3,1,6,5,7,12,4,8,3,8,9,12,6,12,9,8,6,6,2,5,4,3,3,1,1,2,3,1,7,1,6,4,9,4,8,9,19,11,13,6,2,6,3,7,6,6,6,5,4,298,31074
"Uberlândia,Araguari",92,66,77,50,104,90,88,83,84,54,78,91,99,133,186,218,212,204,236,257,210,161,151,120,79,96,79,48,44,27,46,21,17,21,31,30,42,32,32,31,32,43,61,32,53,57,74,85,81,117,155,143,4753,31075
Manga,0,0,1,2,0,2,1,5,2,4,6,8,6,13,25,11,12,26,69,72,74,38,69,45,23,13,7,7,2,2,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,554,31076
João Pinheiro,12,0,0,1,1,0,0,0,1,0,1,0,5,19,22,24,30,18,41,63,29,19,15,29,69,59,19,18,10,7,4,7,13,3,1,2,1,3,3,1,2,3,4,8,11,7,13,20,11,28,38,28,723,31077
Congonhas,4,4,0,4,2,2,1,1,3,7,4,1,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,0,1,0,2,2,2,0,1,0,1,1,2,1,0,1,59,31078
Conselheiro Lafaiete,2,1,2,10,3,5,7,5,1,6,2,2,1,1,1,2,3,0,1,0,0,0,3,3,0,0,2,1,1,2,0,1,2,4,1,2,2,0,3,2,1,1,1,2,4,3,6,8,3,7,3,5,128,31079
São Gotardo,0,2,2,0,0,1,3,1,1,1,0,7,2,2,3,1,0,0,1,1,1,3,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,45,31082
Bocaiúva,2,6,2,7,3,8,4,3,15,17,16,26,14,29,36,27,22,29,33,34,33,19,36,28,18,17,17,6,9,5,2,2,4,2,6,1,6,3,3,2,0,7,2,2,2,3,7,7,5,6,9,9,611,31083
Montes Claros,7,11,13,7,14,13,8,19,21,22,23,22,24,34,44,64,65,57,61,46,41,28,29,56,48,33,19,24,9,10,9,10,11,24,15,5,9,9,4,9,3,7,6,10,13,32,12,20,38,73,94,51,1336,31084
Taiobeiras,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,14,31085
Divinópolis,7,12,7,16,13,10,8,11,8,8,15,10,8,6,15,13,9,3,7,7,8,8,6,3,3,9,6,8,5,4,3,5,3,3,4,3,5,6,5,2,2,5,2,0,2,0,5,9,8,9,6,3,343,31086
"Lagoa da Prata,Santo Antônio do Monte",34,2,7,6,4,7,4,9,6,10,18,38,88,122,274,277,245,229,160,125,49,39,34,24,14,13,18,11,4,7,4,1,1,1,0,0,2,1,1,0,4,8,7,6,8,15,26,38,56,45,79,102,2283,31087
"Oliveira,Santo Antônio do Amparo",0,3,0,2,0,0,2,3,1,0,6,3,1,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,2,0,0,0,0,0,1,1,1,1,39,31088
Campo Belo,2,1,2,4,7,2,0,0,1,1,0,2,5,4,1,1,1,3,0,1,2,0,1,0,1,0,0,1,4,2,2,2,3,1,2,1,0,2,1,1,2,0,0,0,1,2,1,1,4,1,2,1,79,31089
Lima Duarte,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,7,31090
Cássia,0,0,1,0,0,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,14,31091
Passos,13,6,6,4,1,8,2,7,5,4,4,1,0,3,2,3,8,2,4,5,5,5,7,2,5,0,1,0,0,4,2,1,3,1,3,0,1,4,4,4,15,5,9,9,5,9,6,6,11,25,38,12,290,31092
Piumhi,2,2,1,2,3,0,2,0,2,1,0,0,2,5,3,8,5,2,6,1,0,5,1,2,0,1,1,1,0,0,0,3,4,0,3,0,3,4,7,4,1,4,1,5,4,2,1,4,1,3,4,2,118,31093
"Almenara,Jacinto",0,1,2,4,1,0,1,2,2,0,1,0,1,1,2,3,1,0,3,5,4,6,5,5,14,5,8,3,1,0,2,1,4,1,0,5,4,0,0,1,2,0,3,2,0,0,0,0,0,1,0,0,107,31094
Serro,1,3,1,1,0,3,3,4,4,3,0,0,0,0,1,1,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,2,2,3,1,1,2,3,2,54,31095
Itambacuri,6,5,3,4,3,0,2,1,4,0,3,2,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,2,2,0,3,1,1,1,7,2,1,0,67,31096
Juiz de Fora,4,7,14,12,5,9,3,9,8,4,13,10,5,13,7,10,10,7,15,8,8,2,3,1,4,2,2,0,0,1,4,0,0,0,2,0,3,4,6,3,5,1,4,1,4,6,1,2,5,6,11,6,270,31097
Salinas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,31098
"Teófilo Otoni,Malacacheta",7,4,7,4,5,5,2,8,3,2,4,7,5,1,2,0,5,4,5,1,1,1,1,3,1,1,4,4,4,4,0,2,3,0,1,3,1,3,4,4,0,2,1,2,4,0,0,4,3,2,1,0,145,31099
São Francisco,3,6,2,1,2,1,3,2,0,0,3,0,1,1,1,2,1,1,4,2,1,2,7,4,5,1,3,4,2,1,3,2,1,0,1,0,0,1,0,2,1,0,5,4,5,8,10,2,2,7,4,2,126,31100
Brasília de Minas,3,4,4,4,6,7,2,2,6,3,3,5,4,5,3,6,4,5,5,6,9,4,8,13,4,1,5,5,6,8,3,3,1,2,0,1,1,0,0,0,0,1,1,3,3,2,2,5,5,2,3,1,189,31101
"Peçanha,São João Evangelista,Santa Maria do Suaçuí",1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,31102
