Município,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Total,CIR
Ituiutaba,20,14,26,27,34,40,43,34,35,44,50,54,46,51,51,63,76,32,45,63,53,62,44,47,28,22,14,6,14,9,5,5,9,11,3,6,9,13,11,5,11,11,9,13,18,7,17,12,11,13,12,18,1376,31073
"Patrocínio,Monte Carmelo",3,2,9,9,12,7,10,8,7,29,18,13,5,11,7,11,8,6,8,6,6,4,8,3,3,4,0,1,0,1,1,1,0,1,3,0,0,1,2,3,0,4,1,0,0,2,1,2,3,3,1,2,250,31074
"Uberlândia,Araguari",70,55,67,110,125,121,133,127,109,152,177,176,202,175,154,190,202,158,143,166,121,124,124,68,84,59,60,56,29,50,32,35,58,60,65,17,51,51,32,27,23,22,26,17,24,21,35,35,32,44,68,63,4425,31075
Manga,0,5,5,3,1,1,1,3,0,2,1,2,5,3,2,2,5,3,3,0,2,6,1,0,0,1,0,0,0,1,1,0,3,4,5,2,0,0,0,1,1,1,1,0,3,2,2,0,0,0,2,0,86,31076
João Pinheiro,0,0,0,3,1,2,4,0,0,4,0,0,4,1,1,1,2,1,4,2,4,1,1,0,1,1,2,4,2,2,0,0,1,2,5,1,0,2,0,1,0,2,1,0,0,0,0,0,1,0,0,1,65,31077
Congonhas,5,5,2,4,4,3,3,1,1,2,2,4,6,2,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,3,2,4,1,0,66,31078
Conselheiro Lafaiete,4,2,13,7,5,3,4,3,4,6,2,5,1,5,1,2,3,2,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,92,31079
São Gotardo,2,2,3,1,2,1,1,1,0,5,3,1,4,1,0,0,2,2,0,4,3,1,4,1,2,0,0,0,0,0,0,0,0,1,3,0,0,2,1,2,1,0,0,0,1,0,1,0,0,1,0,1,60,31082
Bocaiúva,2,5,7,5,9,2,2,7,0,2,4,2,2,3,3,9,2,0,5,16,11,9,4,5,1,0,0,3,0,0,0,0,2,1,1,2,2,0,1,2,0,2,2,0,6,1,0,2,4,2,7,1,158,31083
Montes Claros,9,6,19,14,13,3,8,11,3,8,8,8,4,11,3,10,16,2,6,10,7,0,2,1,1,3,0,0,0,1,0,2,0,0,0,2,1,1,2,1,0,0,1,0,3,2,1,6,2,3,7,3,224,31084
Taiobeiras,0,1,1,2,1,2,0,1,1,1,1,1,0,0,0,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,27,31085
Divinópolis,5,16,8,8,10,17,18,10,9,8,16,13,10,9,8,7,20,11,17,17,13,14,9,5,6,2,3,2,1,3,3,1,3,3,3,3,5,10,10,8,14,19,11,9,9,0,7,14,3,13,7,13,463,31086
"Lagoa da Prata,Santo Antônio do Monte",5,5,2,4,5,4,6,8,4,7,6,11,5,6,3,2,4,1,2,0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,1,1,0,104,31087
"Oliveira,Santo Antônio do Amparo",1,0,2,3,2,1,1,4,1,2,1,5,5,4,3,3,2,1,0,2,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,5,3,4,3,3,1,3,3,2,1,1,1,4,3,87,31088
Campo Belo,0,4,1,2,2,2,0,0,0,1,0,0,0,0,2,1,2,0,1,1,1,0,0,1,0,2,0,1,0,0,1,0,0,0,2,0,1,0,1,0,3,2,1,4,1,0,0,2,2,2,1,0,47,31089
Lima Duarte,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,0,2,17,31090
Cássia,5,2,1,0,0,1,4,1,2,1,0,1,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,29,31091
Passos,9,13,3,8,9,10,17,11,4,8,10,12,8,10,5,5,7,1,9,3,4,0,3,0,1,4,0,0,0,0,0,0,0,0,1,1,3,4,0,3,4,4,3,2,4,5,3,4,0,8,5,5,233,31092
Piumhi,1,0,6,1,2,3,4,2,2,3,2,0,2,3,0,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0,1,2,1,1,1,1,1,3,0,1,2,0,61,31093
"Almenara,Jacinto",7,48,65,52,35,21,34,6,8,7,16,0,2,2,2,1,7,0,1,5,5,9,4,6,5,4,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4,3,10,0,378,31094
Serro,3,1,0,1,4,1,1,3,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,3,0,1,4,1,38,31095
Itambacuri,58,96,90,55,54,30,21,32,10,35,28,19,16,31,22,11,15,12,23,8,1,5,8,3,2,2,3,4,1,1,1,2,2,2,1,3,3,2,4,1,0,0,0,1,2,1,3,1,1,3,5,7,741,31096
Juiz de Fora,12,9,13,10,28,12,12,15,10,20,11,14,10,9,9,4,7,1,3,4,3,1,1,1,2,1,1,0,2,2,1,1,1,0,3,0,5,8,7,1,6,4,2,8,6,1,6,5,9,13,15,5,334,31097
Salinas,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31098
"Teófilo Otoni,Malacacheta",78,231,207,180,219,90,57,49,31,51,28,65,44,43,52,60,39,28,19,33,13,13,16,11,5,3,0,2,0,3,2,3,1,3,2,1,2,0,2,3,2,3,6,0,4,1,2,7,3,2,1,4,1724,31099
São Francisco,0,4,2,0,1,1,2,2,0,6,1,2,1,10,1,11,6,10,36,30,29,33,25,1,3,13,4,1,0,1,0,4,5,5,5,1,5,7,0,1,0,1,0,1,0,1,0,1,1,2,3,3,282,31100
Brasília de Minas,11,22,29,16,20,13,27,56,58,43,100,94,95,141,101,128,130,118,86,55,28,24,22,21,19,20,7,5,3,1,2,0,2,1,2,0,0,1,1,0,1,3,3,2,0,3,0,2,0,2,6,0,1524,31101
"Peçanha,São João Evangelista,Santa Maria do Suaçuí",0,2,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,31102
